measurement_index,frequency_hz,excitation,harmonic_3_real,harmonic_3_imag,harmonic_3_magnitude,harmonic_5_real,harmonic_5_imag,harmonic_5_magnitude,harmonic_5_over_3
28,5000.0,15.000716497717,0.11656392419,-0.06690581056,0.13440065442274704,0.023321649111,-0.020616051067,0.031127493937896107,0.2316022497925266
29,5000.0,15.000630510401,0.116424585411,-0.06689559021,0.13427473357883635,0.023292616514,-0.020597364849,0.031093366218392732,0.2315652795552707
30,5000.0,15.000516753548,0.116300631395,-0.066895065115,0.13416701010164814,0.023250542608,-0.020580433206,0.031050635460696308,0.2314327153684919
31,5000.0,15.000194540389,0.1161383831,-0.066894553041,0.13402613646463712,0.023208650286,-0.020575072303,0.031015722599538536,0.2314154792317098
32,5000.0,14.999804316206,0.116035004613,-0.066899788647,0.13393918028923502,0.023188542063,-0.020564153703,0.030993433183952514,0.23139930464725655
33,5000.0,14.99983268317,0.115961189894,-0.066889743916,0.13387021850576172,0.023176387766,-0.020541938689,0.030969601143421746,0.23134048400831456
34,5000.0,15.000995054957,0.115870036867,-0.066889580381,0.13379118583489047,0.023156577671,-0.020521938648,0.030941510229872942,0.23126717979805753
35,5000.0,15.001509690323,0.115794412319,-0.066903620116,0.13373271966474257,0.023139490596,-0.020515758752,0.030924624204873324,0.23124201977196704
36,5000.0,15.000356790948,0.115712861198,-0.066889953751,0.1336552735938187,0.023105095006,-0.020519356805,0.03090128506918743,0.2312013902503923
37,5000.0,14.999655545061,0.115605697854,-0.066887703953,0.13356138033284365,0.023087170324,-0.020494984615,0.030871699466314986,0.23114241099770533
38,5000.0,15.000765442342,0.11555456334,-0.066868686973,0.133507596810785,0.023083141218,-0.020486393728,0.03086298327234048,0.23117024056751884
39,5000.0,14.999791660666,0.115469131611,-0.066886061495,0.1334423679994902,0.023061554792,-0.020471747661,0.030837116624614518,0.23108939901855105
40,5000.0,15.000047357305,0.115425516449,-0.066897259637,0.13341024396371726,0.023051968438,-0.020462555726,0.0308238452453,0.23104556538913884
41,5000.0,14.998982769389,0.115374094998,-0.066898687351,0.1333664731703376,0.023041306761,-0.020466464506,0.030818468271960924,0.23108107712047787
42,5000.0,15.001371871977,0.11535221932,-0.0669041024,0.13335026591649177,0.02302074546,-0.020480734823,0.030812582177158657,0.2310650223708927
43,5000.0,15.00056851564,0.115296900593,-0.066888987197,0.13329483071219436,0.023006854908,-0.020461447781,0.030789384827442614,0.23098708826842657
44,5000.0,14.999663559871,0.115209059122,-0.066893813117,0.13322128034630432,0.023005046619,-0.020454370085,0.030783330318802513,0.23106916731908192
45,5000.0,15.00010604307,0.115174382173,-0.066894929211,0.13319185359126495,0.022981645317,-0.020452020244,0.03076428373190856,0.230977217467947
46,5000.0,14.998493664051,0.115153643576,-0.066876118926,0.13316447315794458,0.022976674993,-0.020429732114,0.030745756584994854,0.23088557973362556
47,5000.0,15.001024151935,0.115105476192,-0.066865563923,0.1331175205903711,0.022958774617,-0.02043928768,0.030738734729653452,0.2309142672829868
48,5000.0,14.998474646231,0.11506009807,-0.066845653389,0.13306828151321543,0.02295390065,-0.020434917896,0.030732188735368843,0.23095051943176056
49,5000.0,14.99869332918,0.115027090477,-0.066869860674,0.13305190645069356,0.022959785079,-0.020431038396,0.030734004958883853,0.23099259363317184
50,5000.0,14.999962012871,0.114998119793,-0.06685466356,0.1330192226546448,0.022941656467,-0.020416035339,0.030710488443089597,0.2308725598466519
