measurement_index,frequency_hz,excitation,harmonic_3_real,harmonic_3_imag,harmonic_3_magnitude,harmonic_5_real,harmonic_5_imag,harmonic_5_magnitude,harmonic_5_over_3
1,5000.0,15.000749771267,0.330771996372,-0.224940513067,0.4000104348673464,0.068053671284,-0.073445416823,0.10012757575980225,0.250312409457536
2,5000.0,15.002906077682,0.327285324969,-0.227557108652,0.39862002162224874,0.066688560702,-0.073613219622,0.09932910062827079,0.24918241744113837
3,5000.0,15.003037776851,0.326159975743,-0.228427795151,0.3981954135524687,0.066234469028,-0.07368316538,0.09907680731552426,0.2488145366407373
4,5000.0,15.001617780591,0.325488244245,-0.228777034381,0.39784611170885914,0.065964320913,-0.07367930622,0.09889353769874845,0.24857233686154012
5,5000.0,15.000762796621,0.32506332778,-0.228944124244,0.39759474228573477,0.065808783506,-0.073666233559,0.09878010909747324,0.24844420358678712
6,5000.0,15.002338390748,0.324781052887,-0.229044315491,0.39742172911546875,0.065687967733,-0.0736604961,0.09869537877018236,0.24833916099616926
7,5000.0,14.998616642726,0.32451493126,-0.229069702211,0.39721891833310097,0.065591278093,-0.073632867207,0.09861041980945502,0.24825207274433495
8,5000.0,15.000129732806,0.324362599789,-0.229068851557,0.3970939874834696,0.065564508507,-0.07363362106,0.09859317890286402,0.24828675832561758
9,5000.0,14.996783954711,0.324135406216,-0.229030365576,0.3968862178492566,0.065506767452,-0.073594380268,0.09852547583768065,0.24824615067662067
10,5000.0,15.000675272663,0.324169346467,-0.229029351748,0.39691335219535134,0.065554458482,-0.073620975177,0.09857705114721536,0.24835912070475794
11,5000.0,15.000719339018,0.324117104329,-0.228990682397,0.39684837147613394,0.065532294914,-0.073611504354,0.09855523958651023,0.2483448255562194
