measurement_index,frequency_hz,excitation,harmonic_3_real,harmonic_3_imag,harmonic_3_magnitude,harmonic_5_real,harmonic_5_imag,harmonic_5_magnitude,harmonic_5_over_3
1,5000.0,15.00046216793,0.327070188842,-0.221194504792,0.39484416847576675,0.067504283567,-0.072175243432,0.09882355015057093,0.2502849428726871
2,5000.0,14.999356138745,0.322997710132,-0.224391890494,0.3932928187368628,0.06590586822,-0.072386167873,0.09789453899564646,0.24891005971086383
3,5000.0,14.99879165023,0.321614417955,-0.225424847981,0.3927495333209072,0.065374226356,-0.072443693275,0.09758011153389713,0.24845379371632895
4,5000.0,14.998492813407,0.320819143375,-0.225922282302,0.39238476065771644,0.065068046115,-0.072466379268,0.09739212878583868,0.24820568623151856
5,5000.0,15.000605211313,0.320267599449,-0.2262402572,0.39211731565278685,0.064888111584,-0.072471229935,0.09727561972678085,0.24807784773503025
6,5000.0,14.999652173044,0.319888434722,-0.226388641386,0.39189338807574975,0.064769542582,-0.072459046913,0.09718748440937158,0.24799470306599317
7,5000.0,15.000648506209,0.319631863643,-0.226480602796,0.3917371461818969,0.064684681737,-0.072438769752,0.09711582473830026,0.24791068624675708
8,5000.0,15.001649019641,0.319389376146,-0.226521903752,0.3915632087854545,0.064584541901,-0.072434062337,0.09704564101082762,0.24784157150985275
9,5000.0,15.001275631849,0.319200897878,-0.226552021344,0.3914269172925817,0.064536913777,-0.072395086972,0.09698485375327107,0.24777257124802518
10,5000.0,14.999272168136,0.319014650738,-0.226512815661,0.3912523521260445,0.06444177486,-0.072368147818,0.09690145079262139,0.24766995077745618
11,5000.0,15.000295372349,0.318885505536,-0.226516156166,0.3911489928980643,0.064427515854,-0.072363692527,0.09688864120865572,0.24770264775782116
