measurement_index	harmonic_3_magnitude	harmonic_5_magnitude	harmonic_7_magnitude	harmonic_5_over_3
1	0.017556835142393434	0.001347384316533133	0.00013992583075454849	0.07674414583296309
2	0.017540917277092123	0.0013545306925082268	0.00014878392973119518	0.07722120064252287
3	0.01752202100852822	0.001367819650813869	0.00014575884296835664	0.07806289298181594
4	0.01753008729426006	0.0013639379044456928	0.00014227239535081796	0.07780553978714595
5	0.017549186017023714	0.0013680555834017967	0.00014186825698390572	0.07795550073232482
6	0.017544640525803117	0.0013706880997956022	0.0001685872360975629	0.07812574431375294
7	0.017539580627753723	0.001376022758578298	0.00016103691191029804	0.0784524321180719
8	0.017554628394576575	0.0013711007904648022	0.0001723619008314486	0.07810480288425801
9	0.017572170615604336	0.0013749080570976742	0.00017430455150898523	0.07824349576236964
10	0.01758089492997513	0.0013935660020796513	0.00017736363350523448	0.07926593086587672
11	0.017568964605152396	0.0013890839619194967	0.0001711541220619302	0.07906464570553716
12	0.017570427498452088	0.0013853438046288946	0.00017010116308611696	0.07884519626804413
13	0.01757458062762992	0.0014002951795670363	0.00018398227397509209	0.07967730264729952
14	0.01757117056213321	0.0014029299513364818	0.0001812197702231766	0.0798427143129479
15	0.017589961159902467	0.0014075504734609213	0.00018254014145766332	0.08002010127626262
16	0.017556427444891366	0.001414959052169973	0.0001853887448657399	0.08059493063787888
17	0.017586720672502863	0.0014046931752536023	0.00018840333691250608	0.0798723765170083
18	0.017590714961640132	0.00141305381019397	0.0001910215757207933	0.08032952687115902
19	0.01760576168982223	0.0014058789792165602	0.00018324582208116563	0.07985334596624065
20	0.017603305927786368	0.0014040370351237526	0.00017640621621119756	0.07975984970570306
21	0.017613701962533063	0.0014066099135063139	0.0001788331164308846	0.07985884605623396
22	0.017610089940033772	0.0014150679345885596	0.0001835347918570983	0.08035552001194639
23	0.01762726800438474	0.0013965792376529566	0.0001905292565905169	0.07922834311621976
24	0.017601636376816682	0.001391108491083891	0.0001940321688381746	0.07903290701517593
25	0.01760328187727847	0.001415458728633559	0.00019483516703020323	0.08040879754703978
26	0.017630800374586583	0.001410241809948775	0.00019362367273413795	0.07998739592001325
27	0.01764400569065188	0.0014164496442989655	0.00020313572713425904	0.08027936904653271
28	0.0176397319066551	0.0014100650401103311	0.00021450777396738908	0.07993687475365446
29	0.01762029619934216	0.0014071861617367407	0.00020954793619555942	0.07986166326700438
30	0.017663011627698778	0.001414355105922691	0.00021082369412199863	0.08007440269725735
31	0.017616809603316873	0.0014154638735121164	0.00021387803813144806	0.08034734468865545
32	0.017638118568878	0.001403702600405013	0.000208835868459866	0.07958346548830948
33	0.017630192815705256	0.001407108751438762	0.0002213397448967968	0.07981244256076922
34	0.017639915420241195	0.0014012062626630843	0.0002052184261811668	0.0794338424692926
35	0.01763051789063714	0.0013974756431340543	0.00021154914406600848	0.07926458268569624
36	0.01763835676459741	0.0013997622338832948	0.00021844240500142094	0.07935899316271959
37	0.0176582239067003	0.0014175334898040143	0.00020943064940991983	0.08027610802160802
38	0.017627620038437323	0.0014055374026615817	0.00021096569974493558	0.07973495001575844
39	0.017661801354493273	0.0014088934668900347	0.00021895372460070534	0.07977065524698608
40	0.017674311020191444	0.0014082603204700482	0.00021287673962754262	0.07967837155639204
41	0.017653701310703086	0.0013935618074285706	0.00021923642703711106	0.07893878926022624
42	0.01764956096429593	0.001407403390296499	0.00021879291924980054	0.07974155239009044
43	0.017674003702594927	0.001398258725603466	0.00021089582896166286	0.07911386401928677
44	0.017647838232331924	0.001406301427590544	0.0002110315601144957	0.07968689473898924
45	0.017659870443346694	0.0013983044321038177	0.0002279566042212734	0.0791797672915899
46	0.017663559007830027	0.0013977016899739893	0.00021980547714564713	0.07912910922166967
47	0.017693264443800545	0.0014045587573916002	0.00021948050411064486	0.07938381081981379
48	0.017646584593912693	0.0014047714310159323	0.00023167495857287325	0.07960585367326647
49	0.017672247169414616	0.001394639435719971	0.00022135885523903595	0.07891692676943063
50	0.017671279710177876	0.0014117208371759284	0.00022715747916218673	0.07988786665873664
51	0.017669187101702937	0.0013935861671598461	0.00022064117904989144	0.07887098365863893
52	0.017684611494315664	0.0013966095395533662	0.00022873552479630858	0.0789731535805735
53	0.017689338242090995	0.0014102845153944246	0.00022874246893051983	0.07972511442167549
54	0.017682233376242494	0.0014087596182586761	0.00023153403234114456	0.07967090967996487
55	0.017700674396536577	0.0013983049365103768	0.00022983814101093576	0.07899726898450704
56	0.01766964571250127	0.0014086304641548035	0.0002212144065493577	0.07972035699381327
57	0.017673563855713517	0.0014056382858645346	0.00021931840058564894	0.07953338089250851
58	0.017698998821244424	0.0014180273328958045	0.00022342356240530223	0.08011907041847594
59	0.017694999461916463	0.0014087115838889567	0.00022812864356973043	0.07961071640159212
60	0.017695507458867013	0.0014189051274917626	0.00022833258353638236	0.08018448359223322
61	0.017672991273720334	0.001424433277097214	0.00022724360480394208	0.08059944437449819
62	0.01767526662525052	0.0014173665974887557	0.00021888776404525493	0.08018926263120327
63	0.017694017454328356	0.0014160618038102633	0.00022046097622258735	0.08003054181818176
64	0.01768627481985267	0.0014072897188781256	0.00022719264779819527	0.07956959468358236
65	0.017716728756339895	0.0014158219147507685	0.00021786155432776475	0.07991440938238215
66	0.017699521230056112	0.0014112115040657638	0.00022219776070686752	0.07973162017904424
67	0.01770906837017333	0.0014267304820838615	0.0002231966784679497	0.08056496548891562
68	0.017677823807341782	0.0014143362370236214	0.00021951891229022053	0.08000624129064082
69	0.017675550076618262	0.0014258138551542148	0.00022343977134385058	0.08066588304034301
70	0.017680136060474905	0.0014301101715381527	0.00021359948093651	0.08088796187124696
71	0.017691296966609597	0.001436253925592081	0.00020301598851197797	0.08118420759669878
72	0.017700930810328086	0.0014447377011779828	0.00021445801355453732	0.08161930672792708
73	0.017699426853487	0.0014439868369147738	0.00020739404013797775	0.08158381900543242
74	0.017685163157422492	0.0014240171641832558	0.0002049259351126063	0.0805204425601012
75	0.017698271564333286	0.0014350144878911035	0.00020417434311933034	0.08108218266822385
76	0.01770804809138808	0.001442598849619416	0.00020600606773413311	0.08146571785746348
77	0.01770818180057708	0.0014488710489020402	0.00021545836840514439	0.08181930054811296
78	0.017710154242202077	0.0014374813245310349	0.000218036360108344	0.08116706974271382
79	0.01773018340519961	0.0014337177021748917	0.00021432119552969116	0.08086310611735889
80	0.01771558941959489	0.0014198174148653334	0.0002175457152971835	0.08014508471814656
81	0.017722789288461965	0.0014093194984242103	0.0002183267255134659	0.0795201858739988
82	0.017727850058926877	0.001420623295866051	0.00023141910400313324	0.08013511458772152
83	0.017713707798433908	0.0013972312321058505	0.0002446350934616324	0.07887853000653999
84	0.01771018931435033	0.001399069489714297	0.0002473545089304715	0.07899799741726361
85	0.017720220192547452	0.0013930241153958416	0.00024403076103986487	0.07861212221176023
86	0.017721971315484128	0.0013985848497780607	0.00025316053144119926	0.07891813077002795
87	0.017723157396650778	0.001397397497552654	0.00023929155208008508	0.07884585496130199
88	0.01770609378732459	0.0014029916811148938	0.00024322361426175302	0.07923778660425176
89	0.017720561706551365	0.0014160089196983833	0.00023529606434398188	0.07990767692058423
90	0.017697561274609475	0.0014027021650452572	0.00023592361052397957	0.0792596303682644
91	0.017715963735608534	0.0014132410662594096	0.0002205413499117755	0.07977218103121532
92	0.017714767621541616	0.0014108338755000154	0.0002344308662795767	0.07964168120299839
93	0.017703035855083663	0.001416681525131154	0.00022817576386565799	0.08002477861582905
94	0.017727216807160707	0.0014200003610058843	0.00022688308887490542	0.08010283714882369
95	0.017710231709460126	0.0014301874013201796	0.00022284453095101428	0.08075486672239462
96	0.017714736581643166	0.001433733501353844	0.0002231334561964004	0.08093450866435944
97	0.01770817613650365	0.0014404184146688912	0.0002163590902904932	0.08134199725400355
98	0.017710182716133033	0.001438666404387213	0.00020817150430728487	0.08123385441284378
99	0.017715831589793264	0.0014417593110620077	0.00021802313305043102	0.0813825365043918
100	0.01772183502240632	0.0014326033830554942	0.00021709332925624666	0.08083832070686837
